network_element_id,metric,start,end,duration_periods,duration_hours,worst_value,mean_value,threshold,breach_direction
SITE_H,availability_pct,2025-01-11 21:00:00,2025-01-11 21:45:00,4,1.0,98.953,99.297,99.5,below
SITE_B,availability_pct,2025-01-08 13:00:00,2025-01-08 13:45:00,4,1.0,99.106,99.3135,99.5,below
SITE_B,availability_pct,2025-01-08 15:45:00,2025-01-08 16:30:00,4,1.0,99.077,99.1955,99.5,below
SITE_B,availability_pct,2025-01-08 22:00:00,2025-01-08 22:45:00,4,1.0,98.744,99.1145,99.5,below
SITE_H,availability_pct,2025-01-01 01:00:00,2025-01-01 01:45:00,4,1.0,99.267,99.3785,99.5,below
SITE_H,availability_pct,2025-01-02 01:45:00,2025-01-02 02:30:00,4,1.0,98.95,99.1298,99.5,below
SITE_F,availability_pct,2025-01-25 05:45:00,2025-01-25 06:30:00,4,1.0,99.055,99.2713,99.5,below
SITE_F,availability_pct,2025-01-25 13:45:00,2025-01-25 14:30:00,4,1.0,99.086,99.3145,99.5,below
SITE_F,availability_pct,2025-01-25 21:15:00,2025-01-25 22:00:00,4,1.0,99.235,99.3395,99.5,below
SITE_F,availability_pct,2025-01-26 11:00:00,2025-01-26 11:45:00,4,1.0,99.037,99.2635,99.5,below
SITE_H,availability_pct,2025-01-21 02:00:00,2025-01-21 02:45:00,4,1.0,99.016,99.2318,99.5,below
SITE_H,availability_pct,2025-01-21 12:30:00,2025-01-21 13:15:00,4,1.0,99.096,99.2977,99.5,below
SITE_H,availability_pct,2025-01-22 05:15:00,2025-01-22 06:00:00,4,1.0,99.375,99.435,99.5,below
SITE_B,availability_pct,2025-01-11 15:15:00,2025-01-11 16:00:00,4,1.0,98.935,99.228,99.5,below
SITE_H,availability_pct,2025-01-13 04:45:00,2025-01-13 05:30:00,4,1.0,99.099,99.2338,99.5,below
SITE_H,availability_pct,2025-01-13 15:00:00,2025-01-13 15:45:00,4,1.0,98.946,99.2017,99.5,below
SITE_H,availability_pct,2025-01-14 16:30:00,2025-01-14 17:15:00,4,1.0,99.209,99.3768,99.5,below
SITE_H,availability_pct,2025-01-14 19:00:00,2025-01-14 19:45:00,4,1.0,99.113,99.304,99.5,below
SITE_H,availability_pct,2025-01-09 14:00:00,2025-01-09 14:45:00,4,1.0,99.203,99.3568,99.5,below
SITE_F,availability_pct,2025-01-20 12:15:00,2025-01-20 13:00:00,4,1.0,98.783,99.2452,99.5,below
SITE_F,availability_pct,2025-01-20 15:30:00,2025-01-20 16:15:00,4,1.0,99.299,99.396,99.5,below
SITE_F,availability_pct,2025-01-20 16:45:00,2025-01-20 17:30:00,4,1.0,99.173,99.3292,99.5,below
SITE_F,availability_pct,2025-01-21 07:00:00,2025-01-21 07:45:00,4,1.0,98.892,99.2252,99.5,below
SITE_F,availability_pct,2025-01-21 15:15:00,2025-01-21 16:00:00,4,1.0,99.076,99.2402,99.5,below
SITE_F,availability_pct,2025-01-22 12:15:00,2025-01-22 13:00:00,4,1.0,99.07,99.2108,99.5,below
SITE_F,availability_pct,2025-01-22 23:15:00,2025-01-23 00:00:00,4,1.0,99.197,99.2623,99.5,below
SITE_F,availability_pct,2025-01-06 08:45:00,2025-01-06 09:30:00,4,1.0,98.824,99.2775,99.5,below
SITE_F,availability_pct,2025-01-13 00:30:00,2025-01-13 01:15:00,4,1.0,99.149,99.3575,99.5,below
SITE_F,availability_pct,2025-01-13 08:15:00,2025-01-13 09:00:00,4,1.0,98.812,99.1242,99.5,below
SITE_F,availability_pct,2025-01-13 09:30:00,2025-01-13 10:15:00,4,1.0,99.183,99.2465,99.5,below
SITE_F,availability_pct,2025-01-13 15:15:00,2025-01-13 16:00:00,4,1.0,99.143,99.3193,99.5,below
SITE_F,availability_pct,2025-01-14 03:00:00,2025-01-14 03:45:00,4,1.0,99.133,99.2965,99.5,below
SITE_F,availability_pct,2025-01-17 05:30:00,2025-01-17 06:15:00,4,1.0,99.263,99.3188,99.5,below
SITE_F,availability_pct,2025-01-19 12:00:00,2025-01-19 12:45:00,4,1.0,99.04,99.1965,99.5,below
SITE_F,availability_pct,2025-01-19 15:15:00,2025-01-19 16:00:00,4,1.0,99.191,99.3227,99.5,below
SITE_B,availability_pct,2025-01-27 11:15:00,2025-01-27 12:00:00,4,1.0,99.258,99.3603,99.5,below
SITE_B,availability_pct,2025-01-27 12:30:00,2025-01-27 13:15:00,4,1.0,99.247,99.376,99.5,below
SITE_H,availability_pct,2025-01-17 21:15:00,2025-01-17 22:00:00,4,1.0,98.928,99.2082,99.5,below
SITE_H,availability_pct,2025-01-18 07:00:00,2025-01-18 07:45:00,4,1.0,99.074,99.2415,99.5,below
SITE_H,availability_pct,2025-01-18 17:30:00,2025-01-18 18:15:00,4,1.0,99.262,99.3895,99.5,below
SITE_H,availability_pct,2025-01-18 20:45:00,2025-01-18 21:30:00,4,1.0,99.039,99.2178,99.5,below
SITE_H,availability_pct,2025-01-20 08:00:00,2025-01-20 08:45:00,4,1.0,99.026,99.315,99.5,below
SITE_B,availability_pct,2025-01-01 17:45:00,2025-01-01 18:30:00,4,1.0,99.215,99.2728,99.5,below
SITE_B,availability_pct,2025-01-02 20:45:00,2025-01-02 21:30:00,4,1.0,99.11,99.2465,99.5,below
SITE_H,availability_pct,2025-01-22 16:30:00,2025-01-22 17:15:00,4,1.0,98.847,99.2835,99.5,below
SITE_H,availability_pct,2025-01-23 22:15:00,2025-01-23 23:00:00,4,1.0,99.034,99.2958,99.5,below
SITE_H,availability_pct,2025-01-24 07:00:00,2025-01-24 07:45:00,4,1.0,99.132,99.2458,99.5,below
SITE_H,availability_pct,2025-01-26 02:30:00,2025-01-26 03:15:00,4,1.0,98.774,99.2042,99.5,below
SITE_H,availability_pct,2025-01-26 05:15:00,2025-01-26 06:00:00,4,1.0,99.097,99.2642,99.5,below
SITE_H,availability_pct,2025-01-26 21:15:00,2025-01-26 22:00:00,4,1.0,99.16,99.2782,99.5,below
SITE_H,availability_pct,2025-01-27 17:30:00,2025-01-27 18:15:00,4,1.0,99.311,99.3528,99.5,below
SITE_H,availability_pct,2025-01-17 18:30:00,2025-01-17 19:15:00,4,1.0,98.968,99.199,99.5,below
SITE_B,availability_pct,2025-01-29 15:00:00,2025-01-29 15:45:00,4,1.0,98.805,99.1912,99.5,below
SITE_F,availability_pct,2025-01-08 19:45:00,2025-01-08 20:30:00,4,1.0,99.064,99.2748,99.5,below
SITE_F,availability_pct,2025-01-08 21:15:00,2025-01-08 22:00:00,4,1.0,98.996,99.2233,99.5,below
SITE_F,availability_pct,2025-01-10 22:30:00,2025-01-10 23:15:00,4,1.0,99.135,99.2302,99.5,below
SITE_F,availability_pct,2025-01-11 10:00:00,2025-01-11 10:45:00,4,1.0,98.986,99.1618,99.5,below
SITE_F,availability_pct,2025-01-11 14:30:00,2025-01-11 15:15:00,4,1.0,98.977,99.1307,99.5,below
SITE_F,availability_pct,2025-01-02 23:15:00,2025-01-03 00:00:00,4,1.0,99.251,99.3515,99.5,below
SITE_F,availability_pct,2025-01-04 04:45:00,2025-01-04 05:30:00,4,1.0,99.111,99.2365,99.5,below
SITE_F,availability_pct,2025-01-07 01:00:00,2025-01-07 01:45:00,4,1.0,99.246,99.3378,99.5,below
SITE_F,availability_pct,2025-01-07 07:00:00,2025-01-07 07:45:00,4,1.0,98.909,99.2332,99.5,below
SITE_F,availability_pct,2025-01-08 02:45:00,2025-01-08 03:30:00,4,1.0,99.337,99.4335,99.5,below
SITE_B,availability_pct,2025-01-25 21:30:00,2025-01-25 22:15:00,4,1.0,98.735,98.9125,99.5,below
SITE_B,availability_pct,2025-01-26 05:30:00,2025-01-26 06:15:00,4,1.0,99.099,99.2205,99.5,below
SITE_B,availability_pct,2025-01-26 21:45:00,2025-01-26 22:30:00,4,1.0,99.227,99.258,99.5,below
SITE_B,availability_pct,2025-01-27 01:00:00,2025-01-27 01:45:00,4,1.0,99.17,99.3243,99.5,below
SITE_B,availability_pct,2025-01-27 09:15:00,2025-01-27 10:00:00,4,1.0,98.778,99.2945,99.5,below
SITE_E,availability_pct,2025-01-30 01:00:00,2025-01-30 01:45:00,4,1.0,99.117,99.2835,99.5,below
SITE_H,availability_pct,2025-01-29 21:45:00,2025-01-29 22:30:00,4,1.0,98.977,99.342,99.5,below
SITE_H,availability_pct,2025-01-30 07:15:00,2025-01-30 08:00:00,4,1.0,98.846,99.043,99.5,below
SITE_I,availability_pct,2025-01-01 00:30:00,2025-01-01 01:15:00,4,1.0,99.182,99.2958,99.5,below
SITE_I,availability_pct,2025-01-01 10:00:00,2025-01-01 10:45:00,4,1.0,98.772,99.2472,99.5,below
SITE_I,availability_pct,2025-01-01 17:00:00,2025-01-01 17:45:00,4,1.0,99.291,99.3662,99.5,below
SITE_I,availability_pct,2025-01-09 12:45:00,2025-01-09 13:30:00,4,1.0,98.86,99.172,99.5,below
SITE_B,availability_pct,2025-01-04 05:30:00,2025-01-04 06:15:00,4,1.0,99.034,99.2898,99.5,below
SITE_B,availability_pct,2025-01-04 10:15:00,2025-01-04 11:00:00,4,1.0,99.178,99.2835,99.5,below
SITE_B,availability_pct,2025-01-04 17:15:00,2025-01-04 18:00:00,4,1.0,99.274,99.423,99.5,below
SITE_I,availability_pct,2025-01-01 19:30:00,2025-01-01 20:15:00,4,1.0,99.154,99.2398,99.5,below
SITE_I,availability_pct,2025-01-02 06:15:00,2025-01-02 07:00:00,4,1.0,98.688,99.2058,99.5,below
SITE_I,availability_pct,2025-01-03 07:30:00,2025-01-03 08:15:00,4,1.0,98.993,99.2442,99.5,below
SITE_I,availability_pct,2025-01-03 17:30:00,2025-01-03 18:15:00,4,1.0,99.015,99.1348,99.5,below
SITE_I,availability_pct,2025-01-04 13:15:00,2025-01-04 14:00:00,4,1.0,99.108,99.3205,99.5,below
SITE_H,availability_pct,2025-01-27 19:45:00,2025-01-27 20:30:00,4,1.0,99.235,99.3765,99.5,below
SITE_H,availability_pct,2025-01-27 22:30:00,2025-01-27 23:15:00,4,1.0,99.089,99.2595,99.5,below
SITE_H,availability_pct,2025-01-28 20:45:00,2025-01-28 21:30:00,4,1.0,99.195,99.3355,99.5,below
SITE_E,availability_pct,2025-01-30 08:00:00,2025-01-30 08:45:00,4,1.0,98.963,99.185,99.5,below
SITE_E,availability_pct,2025-01-30 10:30:00,2025-01-30 11:15:00,4,1.0,99.367,99.434,99.5,below
SITE_F,availability_pct,2025-01-01 09:00:00,2025-01-01 09:45:00,4,1.0,99.056,99.3327,99.5,below
SITE_F,availability_pct,2025-01-01 18:45:00,2025-01-01 19:30:00,4,1.0,98.885,99.1135,99.5,below
SITE_E,availability_pct,2025-01-27 07:45:00,2025-01-27 08:30:00,4,1.0,99.085,99.2752,99.5,below
SITE_E,availability_pct,2025-01-28 07:00:00,2025-01-28 07:45:00,4,1.0,99.238,99.358,99.5,below
SITE_E,availability_pct,2025-01-28 08:45:00,2025-01-28 09:30:00,4,1.0,99.106,99.2505,99.5,below
SITE_E,availability_pct,2025-01-28 10:30:00,2025-01-28 11:15:00,4,1.0,99.112,99.2952,99.5,below
SITE_E,availability_pct,2025-01-28 11:45:00,2025-01-28 12:30:00,4,1.0,98.998,99.1492,99.5,below
SITE_E,availability_pct,2025-01-28 19:00:00,2025-01-28 19:45:00,4,1.0,99.171,99.233,99.5,below
SITE_E,availability_pct,2025-01-29 03:00:00,2025-01-29 03:45:00,4,1.0,99.269,99.3752,99.5,below
SITE_I,availability_pct,2025-01-05 19:00:00,2025-01-05 19:45:00,4,1.0,99.213,99.3272,99.5,below
SITE_I,availability_pct,2025-01-06 01:15:00,2025-01-06 02:00:00,4,1.0,98.99,99.1435,99.5,below
SITE_I,availability_pct,2025-01-06 02:30:00,2025-01-06 03:15:00,4,1.0,98.61,98.9068,99.5,below
SITE_I,availability_pct,2025-01-07 00:15:00,2025-01-07 01:00:00,4,1.0,98.975,99.1165,99.5,below
SITE_I,availability_pct,2025-01-07 09:00:00,2025-01-07 09:45:00,4,1.0,99.25,99.3603,99.5,below
SITE_I,availability_pct,2025-01-07 21:45:00,2025-01-07 22:30:00,4,1.0,98.876,99.2182,99.5,below
SITE_I,availability_pct,2025-01-08 07:15:00,2025-01-08 08:00:00,4,1.0,99.083,99.2653,99.5,below
SITE_I,availability_pct,2025-01-08 20:45:00,2025-01-08 21:30:00,4,1.0,98.845,99.0522,99.5,below
SITE_I,availability_pct,2025-01-08 22:00:00,2025-01-08 22:45:00,4,1.0,99.007,99.255,99.5,below
SITE_E,availability_pct,2025-01-20 02:15:00,2025-01-20 03:00:00,4,1.0,98.967,99.1472,99.5,below
SITE_E,availability_pct,2025-01-21 00:15:00,2025-01-21 01:00:00,4,1.0,99.077,99.346,99.5,below
SITE_E,availability_pct,2025-01-22 00:15:00,2025-01-22 01:00:00,4,1.0,98.812,99.0942,99.5,below
SITE_E,availability_pct,2025-01-23 03:00:00,2025-01-23 03:45:00,4,1.0,99.112,99.348,99.5,below
SITE_E,availability_pct,2025-01-09 16:00:00,2025-01-09 16:45:00,4,1.0,99.043,99.2875,99.5,below
SITE_I,availability_pct,2025-01-10 20:15:00,2025-01-10 21:00:00,4,1.0,99.189,99.3717,99.5,below
SITE_I,availability_pct,2025-01-11 03:45:00,2025-01-11 04:30:00,4,1.0,98.892,99.181,99.5,below
SITE_I,availability_pct,2025-01-12 04:00:00,2025-01-12 04:45:00,4,1.0,99.017,99.1775,99.5,below
SITE_I,availability_pct,2025-01-13 10:00:00,2025-01-13 10:45:00,4,1.0,98.989,99.1632,99.5,below
SITE_I,availability_pct,2025-01-13 11:15:00,2025-01-13 12:00:00,4,1.0,99.009,99.1972,99.5,below
SITE_I,availability_pct,2025-01-13 12:30:00,2025-01-13 13:15:00,4,1.0,98.973,99.2002,99.5,below
SITE_I,availability_pct,2025-01-13 14:30:00,2025-01-13 15:15:00,4,1.0,98.952,99.2762,99.5,below
SITE_I,availability_pct,2025-01-13 19:15:00,2025-01-13 20:00:00,4,1.0,99.127,99.3085,99.5,below
SITE_E,availability_pct,2025-01-24 17:45:00,2025-01-24 18:30:00,4,1.0,98.92,99.2028,99.5,below
SITE_E,availability_pct,2025-01-25 04:30:00,2025-01-25 05:15:00,4,1.0,99.073,99.3428,99.5,below
SITE_E,availability_pct,2025-01-25 23:30:00,2025-01-26 00:15:00,4,1.0,99.249,99.3042,99.5,below
SITE_I,availability_pct,2025-01-26 07:30:00,2025-01-26 08:15:00,4,1.0,99.175,99.3082,99.5,below
SITE_A,availability_pct,2025-01-25 19:00:00,2025-01-25 19:45:00,4,1.0,98.658,99.1225,99.5,below
SITE_A,availability_pct,2025-01-26 09:30:00,2025-01-26 10:15:00,4,1.0,99.112,99.263,99.5,below
SITE_A,availability_pct,2025-01-27 16:45:00,2025-01-27 17:30:00,4,1.0,98.727,99.1058,99.5,below
SITE_I,availability_pct,2025-01-14 20:30:00,2025-01-14 21:15:00,4,1.0,99.198,99.292,99.5,below
SITE_I,availability_pct,2025-01-15 08:30:00,2025-01-15 09:15:00,4,1.0,99.11,99.2615,99.5,below
SITE_I,availability_pct,2025-01-15 12:00:00,2025-01-15 12:45:00,4,1.0,99.116,99.2962,99.5,below
SITE_I,availability_pct,2025-01-16 10:45:00,2025-01-16 11:30:00,4,1.0,99.008,99.2582,99.5,below
SITE_I,availability_pct,2025-01-16 18:45:00,2025-01-16 19:30:00,4,1.0,99.166,99.3147,99.5,below
SITE_I,availability_pct,2025-01-18 00:45:00,2025-01-18 01:30:00,4,1.0,99.076,99.2478,99.5,below
SITE_I,availability_pct,2025-01-18 23:30:00,2025-01-19 00:15:00,4,1.0,98.983,99.0683,99.5,below
SITE_I,availability_pct,2025-01-19 07:45:00,2025-01-19 08:30:00,4,1.0,99.142,99.372,99.5,below
SITE_I,availability_pct,2025-01-19 16:15:00,2025-01-19 17:00:00,4,1.0,99.233,99.3228,99.5,below
SITE_I,availability_pct,2025-01-09 19:00:00,2025-01-09 19:45:00,4,1.0,99.084,99.249,99.5,below
SITE_E,availability_pct,2025-01-19 05:30:00,2025-01-19 06:15:00,4,1.0,99.236,99.3718,99.5,below
SITE_E,availability_pct,2025-01-19 20:15:00,2025-01-19 21:00:00,4,1.0,99.079,99.2443,99.5,below
SITE_E,availability_pct,2025-01-13 01:00:00,2025-01-13 01:45:00,4,1.0,99.153,99.2558,99.5,below
SITE_E,availability_pct,2025-01-14 05:00:00,2025-01-14 05:45:00,4,1.0,99.125,99.3088,99.5,below
SITE_E,availability_pct,2025-01-15 17:00:00,2025-01-15 17:45:00,4,1.0,98.894,99.1868,99.5,below
SITE_E,availability_pct,2025-01-16 04:00:00,2025-01-16 04:45:00,4,1.0,99.17,99.2458,99.5,below
SITE_E,availability_pct,2025-01-17 00:30:00,2025-01-17 01:15:00,4,1.0,99.157,99.3368,99.5,below
SITE_E,availability_pct,2025-01-17 16:15:00,2025-01-17 17:00:00,4,1.0,98.879,99.1122,99.5,below
SITE_E,availability_pct,2025-01-17 19:00:00,2025-01-17 19:45:00,4,1.0,99.053,99.2462,99.5,below
SITE_E,availability_pct,2025-01-18 06:30:00,2025-01-18 07:15:00,4,1.0,99.275,99.3383,99.5,below
SITE_E,availability_pct,2025-01-18 12:30:00,2025-01-18 13:15:00,4,1.0,99.22,99.3382,99.5,below
SITE_C,availability_pct,2025-01-02 17:45:00,2025-01-02 18:30:00,4,1.0,99.045,99.327,99.5,below
SITE_I,availability_pct,2025-01-21 22:30:00,2025-01-21 23:15:00,4,1.0,99.098,99.1922,99.5,below
SITE_I,availability_pct,2025-01-22 21:00:00,2025-01-22 21:45:00,4,1.0,99.297,99.4077,99.5,below
SITE_I,availability_pct,2025-01-22 23:30:00,2025-01-23 00:15:00,4,1.0,98.996,99.1598,99.5,below
SITE_I,availability_pct,2025-01-23 16:30:00,2025-01-23 17:15:00,4,1.0,98.967,99.1692,99.5,below
SITE_I,availability_pct,2025-01-25 04:45:00,2025-01-25 05:30:00,4,1.0,99.026,99.1675,99.5,below
SITE_I,availability_pct,2025-01-25 12:30:00,2025-01-25 13:15:00,4,1.0,99.112,99.2425,99.5,below
SITE_E,availability_pct,2025-01-06 14:30:00,2025-01-06 15:15:00,4,1.0,99.235,99.3688,99.5,below
SITE_E,availability_pct,2025-01-06 23:00:00,2025-01-06 23:45:00,4,1.0,98.964,99.237,99.5,below
SITE_E,availability_pct,2025-01-09 09:00:00,2025-01-09 09:45:00,4,1.0,99.143,99.2935,99.5,below
SITE_E,availability_pct,2025-01-01 21:30:00,2025-01-01 22:15:00,4,1.0,98.928,99.1712,99.5,below
SITE_E,availability_pct,2025-01-02 06:45:00,2025-01-02 07:30:00,4,1.0,99.207,99.3385,99.5,below
SITE_E,availability_pct,2025-01-02 12:30:00,2025-01-02 13:15:00,4,1.0,98.921,99.2305,99.5,below
SITE_A,availability_pct,2025-01-29 16:00:00,2025-01-29 16:45:00,4,1.0,99.05,99.3045,99.5,below
SITE_A,availability_pct,2025-01-29 21:00:00,2025-01-29 21:45:00,4,1.0,99.192,99.356,99.5,below
SITE_I,availability_pct,2025-01-26 16:45:00,2025-01-26 17:30:00,4,1.0,98.661,99.058,99.5,below
SITE_I,availability_pct,2025-01-28 03:15:00,2025-01-28 04:00:00,4,1.0,99.13,99.293,99.5,below
SITE_I,availability_pct,2025-01-28 10:00:00,2025-01-28 10:45:00,4,1.0,98.942,99.218,99.5,below
SITE_I,availability_pct,2025-01-29 08:30:00,2025-01-29 09:15:00,4,1.0,98.73,99.1253,99.5,below
SITE_I,availability_pct,2025-01-29 17:30:00,2025-01-29 18:15:00,4,1.0,98.936,99.1435,99.5,below
SITE_I,availability_pct,2025-01-20 16:30:00,2025-01-20 17:15:00,4,1.0,98.98,99.259,99.5,below
SITE_E,availability_pct,2025-01-11 04:45:00,2025-01-11 05:30:00,4,1.0,98.984,99.1835,99.5,below
SITE_E,availability_pct,2025-01-12 10:15:00,2025-01-12 11:00:00,4,1.0,98.75,99.1215,99.5,below
SITE_B,availability_pct,2025-01-30 16:00:00,2025-01-30 16:45:00,4,1.0,99.134,99.2982,99.5,below
SITE_D,availability_pct,2025-01-24 23:45:00,2025-01-25 00:30:00,4,1.0,99.231,99.2577,99.5,below
SITE_D,availability_pct,2025-01-25 01:00:00,2025-01-25 01:45:00,4,1.0,99.188,99.3222,99.5,below
SITE_J,availability_pct,2025-01-01 08:30:00,2025-01-01 09:15:00,4,1.0,99.185,99.3318,99.5,below
SITE_J,availability_pct,2025-01-02 11:45:00,2025-01-02 12:30:00,4,1.0,98.979,99.126,99.5,below
SITE_J,availability_pct,2025-01-04 03:00:00,2025-01-04 03:45:00,4,1.0,99.188,99.337,99.5,below
SITE_J,availability_pct,2025-01-04 09:15:00,2025-01-04 10:00:00,4,1.0,99.233,99.3225,99.5,below
SITE_J,availability_pct,2025-01-04 18:15:00,2025-01-04 19:00:00,4,1.0,99.169,99.3548,99.5,below
SITE_J,availability_pct,2025-01-06 00:15:00,2025-01-06 01:00:00,4,1.0,99.084,99.2713,99.5,below
SITE_J,availability_pct,2025-01-06 18:00:00,2025-01-06 18:45:00,4,1.0,98.711,99.1045,99.5,below
SITE_A,availability_pct,2025-01-28 07:15:00,2025-01-28 08:00:00,4,1.0,99.069,99.3265,99.5,below
SITE_A,availability_pct,2025-01-28 18:45:00,2025-01-28 19:30:00,4,1.0,98.612,99.1318,99.5,below
SITE_C,availability_pct,2025-01-03 09:00:00,2025-01-03 09:45:00,4,1.0,99.341,99.4405,99.5,below
SITE_E,availability_pct,2025-01-04 18:45:00,2025-01-04 19:30:00,4,1.0,99.317,99.3695,99.5,below
SITE_E,availability_pct,2025-01-05 04:30:00,2025-01-05 05:15:00,4,1.0,99.284,99.382,99.5,below
SITE_E,availability_pct,2025-01-06 03:00:00,2025-01-06 03:45:00,4,1.0,99.016,99.3028,99.5,below
SITE_D,availability_pct,2025-01-29 06:30:00,2025-01-29 07:15:00,4,1.0,99.113,99.266,99.5,below
SITE_E,availability_pct,2025-01-01 06:15:00,2025-01-01 07:00:00,4,1.0,99.161,99.2998,99.5,below
SITE_E,availability_pct,2025-01-01 12:45:00,2025-01-01 13:30:00,4,1.0,99.13,99.326,99.5,below
SITE_D,availability_pct,2025-01-20 03:30:00,2025-01-20 04:15:00,4,1.0,99.237,99.4195,99.5,below
SITE_D,availability_pct,2025-01-20 12:30:00,2025-01-20 13:15:00,4,1.0,98.969,99.0862,99.5,below
SITE_J,availability_pct,2025-01-12 04:15:00,2025-01-12 05:00:00,4,1.0,99.113,99.3012,99.5,below
SITE_J,availability_pct,2025-01-12 08:15:00,2025-01-12 09:00:00,4,1.0,98.954,99.2382,99.5,below
SITE_A,availability_pct,2025-01-22 09:45:00,2025-01-22 10:30:00,4,1.0,98.863,99.292,99.5,below
SITE_A,availability_pct,2025-01-22 11:45:00,2025-01-22 12:30:00,4,1.0,99.075,99.231,99.5,below
SITE_A,availability_pct,2025-01-22 20:30:00,2025-01-22 21:15:00,4,1.0,98.749,99.121,99.5,below
SITE_I,availability_pct,2025-01-30 05:30:00,2025-01-30 06:15:00,4,1.0,99.031,99.2898,99.5,below
SITE_I,availability_pct,2025-01-30 19:00:00,2025-01-30 19:45:00,4,1.0,99.189,99.3117,99.5,below
SITE_J,availability_pct,2025-01-01 03:45:00,2025-01-01 04:30:00,4,1.0,98.94,99.3185,99.5,below
SITE_E,availability_pct,2025-01-03 04:30:00,2025-01-03 05:15:00,4,1.0,98.937,99.1825,99.5,below
SITE_E,availability_pct,2025-01-04 14:30:00,2025-01-04 15:15:00,4,1.0,98.842,99.1247,99.5,below
SITE_E,availability_pct,2025-01-04 16:00:00,2025-01-04 16:45:00,4,1.0,98.82,99.1175,99.5,below
SITE_J,availability_pct,2025-01-22 04:45:00,2025-01-22 05:30:00,4,1.0,99.297,99.3715,99.5,below
SITE_J,availability_pct,2025-01-22 07:30:00,2025-01-22 08:15:00,4,1.0,99.048,99.2725,99.5,below
SITE_J,availability_pct,2025-01-24 03:15:00,2025-01-24 04:00:00,4,1.0,98.841,99.1283,99.5,below
SITE_A,availability_pct,2025-01-23 04:00:00,2025-01-23 04:45:00,4,1.0,99.031,99.2052,99.5,below
SITE_A,availability_pct,2025-01-23 08:15:00,2025-01-23 09:00:00,4,1.0,99.12,99.2937,99.5,below
SITE_A,availability_pct,2025-01-24 21:30:00,2025-01-24 22:15:00,4,1.0,99.066,99.1915,99.5,below
SITE_A,availability_pct,2025-01-25 14:45:00,2025-01-25 15:30:00,4,1.0,99.268,99.361,99.5,below
SITE_A,availability_pct,2025-01-25 17:30:00,2025-01-25 18:15:00,4,1.0,99.224,99.3193,99.5,below
SITE_J,availability_pct,2025-01-13 08:30:00,2025-01-13 09:15:00,4,1.0,99.198,99.324,99.5,below
SITE_J,availability_pct,2025-01-13 21:45:00,2025-01-13 22:30:00,4,1.0,98.903,99.176,99.5,below
SITE_J,availability_pct,2025-01-14 07:30:00,2025-01-14 08:15:00,4,1.0,99.184,99.2932,99.5,below
SITE_J,availability_pct,2025-01-16 21:15:00,2025-01-16 22:00:00,4,1.0,99.232,99.3362,99.5,below
SITE_J,availability_pct,2025-01-09 23:00:00,2025-01-09 23:45:00,4,1.0,99.18,99.3183,99.5,below
SITE_D,availability_pct,2025-01-26 14:45:00,2025-01-26 15:30:00,4,1.0,98.868,99.161,99.5,below
SITE_D,availability_pct,2025-01-28 17:00:00,2025-01-28 17:45:00,4,1.0,98.772,99.2258,99.5,below
SITE_D,availability_pct,2025-01-29 00:45:00,2025-01-29 01:30:00,4,1.0,99.063,99.3295,99.5,below
SITE_A,availability_pct,2025-01-17 00:30:00,2025-01-17 01:15:00,4,1.0,98.916,99.2668,99.5,below
SITE_D,availability_pct,2025-01-21 04:45:00,2025-01-21 05:30:00,4,1.0,99.263,99.32,99.5,below
SITE_D,availability_pct,2025-01-21 10:45:00,2025-01-21 11:30:00,4,1.0,99.095,99.2955,99.5,below
SITE_D,availability_pct,2025-01-21 22:15:00,2025-01-21 23:00:00,4,1.0,99.114,99.2748,99.5,below
SITE_D,availability_pct,2025-01-22 01:15:00,2025-01-22 02:00:00,4,1.0,98.909,99.2527,99.5,below
SITE_D,availability_pct,2025-01-22 15:15:00,2025-01-22 16:00:00,4,1.0,99.167,99.2525,99.5,below
SITE_D,availability_pct,2025-01-24 06:15:00,2025-01-24 07:00:00,4,1.0,98.839,99.181,99.5,below
SITE_D,availability_pct,2025-01-24 15:45:00,2025-01-24 16:30:00,4,1.0,98.921,99.2812,99.5,below
SITE_D,availability_pct,2025-01-24 19:00:00,2025-01-24 19:45:00,4,1.0,98.936,99.2695,99.5,below
SITE_D,availability_pct,2025-01-14 01:30:00,2025-01-14 02:15:00,4,1.0,99.072,99.2978,99.5,below
SITE_D,availability_pct,2025-01-14 21:15:00,2025-01-14 22:00:00,4,1.0,98.779,99.1805,99.5,below
SITE_D,availability_pct,2025-01-15 17:00:00,2025-01-15 17:45:00,4,1.0,99.154,99.2768,99.5,below
SITE_J,availability_pct,2025-01-18 08:30:00,2025-01-18 09:15:00,4,1.0,99.021,99.2255,99.5,below
SITE_J,availability_pct,2025-01-20 21:45:00,2025-01-20 22:30:00,4,1.0,99.105,99.235,99.5,below
SITE_J,availability_pct,2025-01-21 00:45:00,2025-01-21 01:30:00,4,1.0,99.074,99.3358,99.5,below
SITE_J,availability_pct,2025-01-21 06:00:00,2025-01-21 06:45:00,4,1.0,99.152,99.2942,99.5,below
SITE_D,availability_pct,2025-01-15 18:15:00,2025-01-15 19:00:00,4,1.0,99.031,99.31,99.5,below
SITE_D,availability_pct,2025-01-15 23:45:00,2025-01-16 00:30:00,4,1.0,98.866,99.1118,99.5,below
SITE_D,availability_pct,2025-01-16 10:45:00,2025-01-16 11:30:00,4,1.0,98.993,99.2233,99.5,below
